SHE:000156,33.56,1191.0,80.0,buy,2015-07-01
SHE:002653,26.58,1504.0,80.0,buy,2015-07-01
SHA:601969,16.76,2386.0,80.0,buy,2015-07-01
SHA:603993,11.17,3581.0,80.0,buy,2015-07-01
SHA:600485,40.21,994.0,80.0,buy,2015-07-01
SHA:600998,20.78,1924.0,80.0,buy,2015-07-01
SHA:601231,15.31,2612.0,80.0,buy,2015-07-01
SHE:002399,32.07,1247.0,80.0,buy,2015-07-01
SHA:601158,9.87,4052.0,80.0,buy,2015-07-01
SHE:300015,32.24,1240.0,80.0,buy,2015-07-01
SHA:600188,12.38,3231.0,80.0,buy,2015-07-01
SHA:600373,25.02,1598.0,80.0,buy,2015-07-01
SHE:300003,37.38,1070.0,80.0,buy,2015-07-01
SHA:603288,30.28,1321.0,80.0,buy,2015-07-01
SHE:002344,18.58,2152.0,80.0,buy,2015-07-01
SHE:002153,117.0,341.0,80.0,buy,2015-07-01
SHE:002470,20.1,1990.0,80.0,buy,2015-07-01
SHE:002294,28.2,1418.0,80.0,buy,2015-07-01
SHE:000999,29.17,1371.0,80.0,buy,2015-07-01
SHA:601098,22.29,1794.0,80.0,buy,2015-07-01
SHE:002252,66.4,602.0,80.0,buy,2015-07-01
SHE:300133,28.38,1409.0,80.0,buy,2015-07-01
SHE:002051,26.8,1492.0,80.0,buy,2015-07-01
SHE:300251,24.45,1635.0,80.0,buy,2015-07-01
SHE:002410,23.09,1732.0,80.0,buy,2015-07-01
