SHE:002323,24.91,1605.0,80.0,buy,2015-09-01
SHE:300354,18.75,2133.0,80.0,buy,2015-09-01
SHE:300260,19.66,2034.0,80.0,buy,2015-09-01
SHA:600774,13.17,3037.0,80.0,buy,2015-09-01
SHA:600403,5.25,7619.0,80.0,buy,2015-09-01
SHE:300344,7.74,5167.0,80.0,buy,2015-09-01
SHE:002725,14.63,2734.0,80.0,buy,2015-09-01
SHE:300402,12.68,3154.0,80.0,buy,2015-09-01
SHE:300382,29.9,1337.0,80.0,buy,2015-09-01
SHE:300405,30.0,1333.0,80.0,buy,2015-09-01
SHE:002150,8.28,4830.0,80.0,buy,2015-09-01
SHE:300174,13.63,2934.0,80.0,buy,2015-09-01
SHA:600389,17.87,2238.0,80.0,buy,2015-09-01
SHE:300393,36.3,1101.0,80.0,buy,2015-09-01
SHE:300371,18.05,2216.0,80.0,buy,2015-09-01
SHE:300236,16.05,2492.0,80.0,buy,2015-09-01
SHE:300374,14.0,2857.0,80.0,buy,2015-09-01
SHE:002352,18.93,2113.0,80.0,buy,2015-09-01
SHE:300283,8.36,4784.0,80.0,buy,2015-09-01
SHA:600455,37.9,1055.0,80.0,buy,2015-09-01
SHA:600845,47.2,847.0,80.0,buy,2015-09-01
SHE:300417,57.46,696.0,80.0,buy,2015-09-01
SHE:002735,28.51,1403.0,80.0,buy,2015-09-01
SHE:300127,9.99,4004.0,80.0,buy,2015-09-01
SHE:300277,16.94,2361.0,80.0,buy,2015-09-01
