SHA:600265,18.65,2144.0,80.0,buy,2015-10-30
SHE:000736,16.6,2409.0,80.0,buy,2015-10-30
SHE:300260,25.7,1556.0,80.0,buy,2015-10-30
SHE:002125,22.13,1807.0,80.0,buy,2015-10-30
SHA:600301,12.14,3294.0,80.0,buy,2015-10-30
SHE:300362,42.02,951.0,80.0,buy,2015-10-30
SHA:600985,12.03,3325.0,80.0,buy,2015-10-30
SHE:002569,22.06,1813.0,80.0,buy,2015-10-30
SHE:300391,18.95,2110.0,80.0,buy,2015-10-30
SHA:603268,40.99,975.0,80.0,buy,2015-10-30
SHA:603368,81.93,488.0,80.0,buy,2015-10-30
SHA:600539,10.97,3646.0,80.0,buy,2015-10-30
SHE:300421,30.17,1325.0,80.0,buy,2015-10-30
SHA:600768,17.91,2233.0,80.0,buy,2015-10-30
SHA:600444,20.34,1966.0,80.0,buy,2015-10-30
SHE:002032,25.92,1543.0,80.0,buy,2015-10-30
SHE:300354,28.91,1383.0,80.0,buy,2015-10-30
SHA:603009,31.37,1275.0,80.0,buy,2015-10-30
SHE:002141,22.1,1809.0,80.0,buy,2015-10-30
SHE:002725,19.36,2066.0,80.0,buy,2015-10-30
SHA:600845,60.75,658.0,80.0,buy,2015-10-30
SHA:600892,46.4,862.0,80.0,buy,2015-10-30
SHA:603006,41.5,963.0,80.0,buy,2015-10-30
SHE:000908,15.65,2555.0,80.0,buy,2015-10-30
SHA:603703,55.26,723.0,80.0,buy,2015-10-30
