SHE:300260,38.32,1043.0,80.0,buy,2015-05-29
SHA:600984,12.81,3122.0,80.0,buy,2015-05-29
SHE:300410,90.88,440.0,80.0,buy,2015-05-29
SHE:300417,127.7,313.0,80.0,buy,2015-05-29
SHE:300423,65.38,611.0,80.0,buy,2015-05-29
SHA:603558,44.77,893.0,80.0,buy,2015-06-19
SHE:002741,68.02,588.0,80.0,buy,2015-05-29
SHE:002703,46.72,856.0,80.0,buy,2015-08-28
SHE:002740,76.37,523.0,80.0,buy,2015-05-29
SHE:300354,49.7,804.0,80.0,buy,2015-05-29
SHE:300430,165.8,241.0,80.0,buy,2015-05-29
SHE:002729,69.04,579.0,80.0,buy,2015-05-29
SHE:300268,34.0,1176.0,80.0,buy,2015-05-29
SHA:603601,52.71,758.0,80.0,buy,2015-05-29
SHE:300416,102.25,391.0,80.0,buy,2015-05-29
SHE:300374,74.79,534.0,80.0,buy,2015-05-29
SHE:000020,20.71,1931.0,80.0,buy,2015-05-29
SHA:603021,88.36,452.0,80.0,buy,2015-05-29
SHA:600758,19.72,2028.0,80.0,buy,2015-05-29
SHE:002352,49.83,802.0,80.0,buy,2015-05-29
SHA:603399,20.29,1971.0,80.0,buy,2015-05-29
SHE:002621,25.5,1568.0,80.0,buy,2015-05-29
SHA:603998,52.74,758.0,80.0,buy,2015-07-02
SHE:300062,25.13,1591.0,80.0,buy,2015-05-29
SHE:300411,84.7,472.0,80.0,buy,2015-05-29
