id, buy, illiq
SHE:300393,37.49,1333.0,100.0,buy,2015-08-28
SHE:300354,22.12,2260.0,100.0,buy,2015-08-28
SHE:300277,19.01,2630.0,100.0,buy,2015-08-28
SHE:300391,16.04,3117.0,100.0,buy,2015-08-28
SHE:300260,21.79,2294.0,100.0,buy,2015-08-28
SHE:300362,38.24,1307.0,100.0,buy,2015-08-28
SHE:300402,14.7,3401.0,100.0,buy,2015-08-28
SHA:603611,21.73,2300.0,100.0,buy,2015-08-28
SHE:300374,16.6,3012.0,100.0,buy,2015-08-28
SHE:300283,9.46,5285.0,100.0,buy,2015-08-28
SHE:002725,17.29,2891.0,100.0,buy,2015-08-28
SHE:300409,36.15,1383.0,100.0,buy,2015-08-28
SHE:300417,70.93,704.0,100.0,buy,2015-08-28
SHA:603006,29.37,1702.0,100.0,buy,2015-08-28
SHA:603606,14.48,3453.0,100.0,buy,2015-08-28
SHE:300395,24.69,2025.0,100.0,buy,2015-08-28
SHE:300371,20.95,2386.0,100.0,buy,2015-08-28
SHE:300382,34.59,1445.0,100.0,buy,2015-08-28
SHE:300405,34.7,1440.0,100.0,buy,2015-08-28
SHA:603703,38.35,1303.0,100.0,buy,2015-08-28
