"代码","简称","时间","开盘价(元)","收盘价(元)","最高价(元)","最低价(元)","成交量(股)","A股流通市值(元)","成交金额(元)"
"600645.SH","中源协和","2015-09-11","79.3400","79.3400","79.3400","79.3400","0.0000","25,774,575,278.7000","0.0000"
"600645.SH","中源协和","2015-09-14","79.3400","79.3400","79.3400","79.3400","0.0000","25,774,575,278.7000","0.0000"
"600645.SH","中源协和","2015-09-15","79.3400","79.3400","79.3400","79.3400","0.0000","25,774,575,278.7000","0.0000"
"600645.SH","中源协和","2015-09-16","79.3400","79.3400","79.3400","79.3400","0.0000","25,774,575,278.7000","0.0000"
"600645.SH","中源协和","2015-09-17","79.3400","79.3400","79.3400","79.3400","0.0000","25,774,575,278.7000","0.0000"
"600645.SH","中源协和","2015-09-18","79.3400","79.3400","79.3400","79.3400","0.0000","25,774,575,278.7000","0.0000"
"600645.SH","中源协和","2015-09-21","79.3400","79.3400","79.3400","79.3400","0.0000","25,774,575,278.7000","0.0000"
"600645.SH","中源协和","2015-09-22","79.3400","79.3400","79.3400","79.3400","0.0000","25,774,575,278.7000","0.0000"
"600645.SH","中源协和","2015-09-23","79.3400","79.3400","79.3400","79.3400","0.0000","25,774,575,278.7000","0.0000"
"600645.SH","中源协和","2015-09-24","79.3400","79.3400","79.3400","79.3400","0.0000","25,774,575,278.7000","0.0000"
"600645.SH","中源协和","2015-09-25","79.3400","79.3400","79.3400","79.3400","0.0000","25,774,575,278.7000","0.0000"
"600645.SH","中源协和","2015-09-28","79.3400","79.3400","79.3400","79.3400","0.0000","25,774,575,278.7000","0.0000"
"600645.SH","中源协和","2015-09-29","79.3400","79.3400","79.3400","79.3400","0.0000","25,774,575,278.7000","0.0000"
"600645.SH","中源协和","2015-09-30","79.3400","79.3400","79.3400","79.3400","0.0000","25,774,575,278.7000","0.0000"
"600647.SH","同达创业","2015-09-11","18.2400","19.7000","19.9500","18.2000","4,645,425.0000","2,741,127,935.0000","88,287,635.0000"
"600647.SH","同达创业","2015-09-14","19.5600","17.7300","19.8800","17.7300","4,316,574.0000","2,467,015,141.5000","80,066,597.0000"
"600647.SH","同达创业","2015-09-15","16.8100","16.0200","17.4000","15.9800","3,779,497.0000","2,229,079,671.0000","62,557,552.0000"
"600647.SH","同达创业","2015-09-16","16.2000","17.6200","17.6200","16.1600","3,609,985.0000","2,451,709,351.0000","60,835,396.0000"
"600647.SH","同达创业","2015-09-17","17.6900","17.4400","19.3800","17.2600","5,090,367.0000","2,426,663,512.0000","93,193,478.0000"
"600647.SH","同达创业","2015-09-18","17.8000","18.4000","18.5500","17.8000","3,222,479.0000","2,560,241,320.0000","58,460,904.0000"
"600647.SH","同达创业","2015-09-21","18.0100","19.8400","19.8600","17.8800","5,601,544.0000","2,760,608,032.0000","107,744,707.0000"
"600647.SH","同达创业","2015-09-22","19.8500","19.7200","20.3000","19.3000","4,289,592.0000","2,743,910,806.0000","84,962,409.0000"
"600647.SH","同达创业","2015-09-23","19.1100","19.6900","19.8000","18.3600","6,257,548.0000","2,739,736,499.5000","119,504,039.0000"
"600647.SH","同达创业","2015-09-24","19.5500","19.6400","19.8500","19.0900","4,444,290.0000","2,732,779,322.0000","86,836,238.0000"
"600647.SH","同达创业","2015-09-25","19.4500","18.4300","19.5800","18.2800","3,604,071.0000","2,564,415,626.5000","67,842,785.0000"
"600647.SH","同达创业","2015-09-28","18.1800","19.6300","19.6900","18.1000","3,032,961.0000","2,731,387,886.5000","57,496,335.0000"
