"代码","简称","时间","开盘价(元)","收盘价(元)","最高价(元)","最低价(元)","成交量(股)","A股流通市值(元)","成交金额(元)"
"000002.SZ","万科A","2015-09-17","13.3500","13.1000","13.3900","13.1000","61,252,961.0000","127,313,401,052.3000","812,205,520.0000"
"000002.SZ","万科A","2015-09-18","13.1200","13.1200","13.1900","13.0400","34,457,148.0000","127,507,911,728.9600","452,012,032.0000"
"000002.SZ","万科A","2015-09-21","13.0600","13.1800","13.2000","13.0600","47,172,075.0000","128,095,640,178.9400","620,313,024.0000"
"000002.SZ","万科A","2015-09-22","13.2300","13.2600","13.3500","13.1800","45,124,048.0000","128,873,221,745.5800","598,058,336.0000"
"000002.SZ","万科A","2015-09-23","13.1500","13.1500","13.2600","13.1000","32,059,731.0000","127,804,597,953.9500","422,422,528.0000"
"000002.SZ","万科A","2015-09-24","13.2000","13.0900","13.2100","13.0500","44,359,699.0000","127,221,459,103.9700","581,284,160.0000"
"000002.SZ","万科A","2015-09-25","13.0200","12.9000","13.0900","12.8500","44,228,017.0000","125,374,852,745.7000","573,792,768.0000"
"000002.SZ","万科A","2015-09-28","12.8800","12.8500","12.9900","12.7800","41,265,686.0000","124,891,923,454.0500","530,321,088.0000"
"000002.SZ","万科A","2015-09-29","12.7500","12.6000","12.7900","12.5200","59,787,853.0000","122,462,774,695.8000","757,134,592.0000"
"000002.SZ","万科A","2015-09-30","12.6700","12.7300","12.8100","12.5700","48,951,862.0000","123,726,279,514.0900","619,877,200.0000"
"000004.SZ","国农科技","2015-09-11","29.7600","29.7500","30.8100","28.2600","5,056,023.0000","2,495,294,905.2500","149,091,213.0000"
"000004.SZ","国农科技","2015-09-14","29.9800","26.7800","30.1500","26.7800","3,603,549.0000","2,246,184,792.0200","101,235,244.0000"
"000004.SZ","国农科技","2015-09-15","25.4200","24.1000","25.8000","24.1000","4,305,380.0000","2,021,398,561.9000","106,280,076.0000"
"000004.SZ","国农科技","2015-09-16","24.1000","26.5000","26.5100","23.0000","5,179,654.0000","2,222,699,663.5000","129,698,281.0000"
"000004.SZ","国农科技","2015-09-17","26.2600","25.3300","27.3500","25.0300","5,496,712.0000","2,124,565,376.4700","143,942,370.0000"
"000004.SZ","国农科技","2015-09-18","25.3300","25.0000","25.8900","24.1900","2,910,600.0000","2,096,886,475.0000","73,073,755.0000"
"000004.SZ","国农科技","2015-09-21","24.6900","25.9500","26.1000","24.1900","3,338,716.0000","2,176,568,161.0500","85,376,063.0000"
"000004.SZ","国农科技","2015-09-22","25.9000","26.0900","26.9500","25.7100","3,404,303.0000","2,188,310,725.3100","89,449,187.0000"
"000004.SZ","国农科技","2015-09-23","25.1000","26.8500","27.7700","25.1000","4,209,712.0000","2,252,056,074.1500","110,541,375.0000"
"000004.SZ","国农科技","2015-09-24","27.3000","26.5000","27.9800","26.0000","5,428,233.0000","2,222,699,663.5000","145,811,192.0000"
"000004.SZ","国农科技","2015-09-25","26.4200","25.1900","26.6600","24.5300","3,390,895.0000","2,112,822,812.2100","86,698,888.0000"
"000004.SZ","国农科技","2015-09-28","25.2100","26.3400","26.8600","24.6000","2,949,160.0000","2,209,279,590.0600","76,239,862.0000"
"000004.SZ","国农科技","2015-09-29","25.6000","25.4800","26.0000","25.2800","2,231,542.0000","2,137,146,695.3200","57,299,018.0000"
"000004.SZ","国农科技","2015-09-30","25.5300","25.3600","25.8000","25.0000","1,753,800.0000","2,127,081,640.2400","44,538,432.0000"
"000005.SZ","世纪星源","2015-09-11","7.1800","7.5200","7.5800","7.1000","73,083,728.0000","6,871,347,412.6400","541,862,576.0000"
"000005.SZ","世纪星源","2015-09-14","7.3400","6.7700","7.4200","6.7700","42,173,966.0000","6,186,040,157.3900","297,557,616.0000"
"000005.SZ","世纪星源","2015-09-15","6.2100","6.0900","6.5000","6.0900","29,634,772.0000","5,564,694,912.6300","182,896,755.0000"
"000005.SZ","世纪星源","2015-09-16","6.0400","6.6300","6.7000","5.9300","42,420,152.0000","6,058,116,136.4100","265,730,002.0000"
"000005.SZ","世纪星源","2015-09-17","6.6000","6.3000","7.0900","6.2000","51,033,136.0000","5,756,580,944.1000","335,065,040.0000"
"000005.SZ","世纪星源","2015-09-18","6.3000","6.2900","6.4100","6.2000","22,468,338.0000","5,747,443,514.0300","141,768,543.0000"
"000005.SZ","世纪星源","2015-09-21","6.2700","6.6000","6.8200","6.1600","36,093,216.0000","6,030,703,846.2000","234,740,161.0000"
"000005.SZ","世纪星源","2015-09-22","6.6000","6.7200","6.8500","6.5200","44,744,708.0000","6,140,353,007.0400","299,946,912.0000"
"000005.SZ","世纪星源","2015-09-23","6.7000","6.8000","7.0000","6.5200","51,757,098.0000","6,213,452,447.6000","352,074,096.0000"
"000005.SZ","世纪星源","2015-09-24","6.9900","6.8000","7.1400","6.7100","44,707,675.0000","6,213,452,447.6000","308,581,696.0000"
"000005.SZ","世纪星源","2015-09-25","6.7000","6.3600","6.7400","6.3000","31,697,690.0000","5,811,405,524.5200","206,078,538.0000"
"000005.SZ","世纪星源","2015-09-28","6.3200","6.4200","6.5500","6.2200","13,931,217.0000","5,866,230,104.9400","88,668,030.0000"
"000005.SZ","世纪星源","2015-09-29","6.3000","6.1500","6.3400","6.1100","19,865,804.0000","5,619,519,493.0500","123,093,097.0000"
"000005.SZ","世纪星源","2015-09-30","6.2100","6.1800","6.2800","6.1500","11,438,981.0000","5,646,931,783.2600","71,006,968.0000"
"000006.SZ","深振业A","2015-09-11","10.2700","10.7000","10.9000","10.0800","37,665,266.0000","14,353,915,180.0000","392,458,320.0000"
"000006.SZ","深振业A","2015-09-14","10.8900","9.6300","11.3100","9.6300","72,308,572.0000","12,918,523,662.0000","773,282,592.0000"
"000006.SZ","深振业A","2015-09-15","9.2700","8.6700","9.4800","8.6700","45,955,547.0000","11,630,695,758.0000","416,018,288.0000"
"000006.SZ","深振业A","2015-09-16","8.8600","9.5400","9.5400","8.6600","37,750,620.0000","12,797,789,796.0000","343,846,464.0000"
"000006.SZ","深振业A","2015-09-17","9.5800","9.6500","10.4900","9.4000","61,232,037.0000","12,945,353,410.0000","612,202,368.0000"
"000006.SZ","深振业A","2015-09-18","9.8300","10.1000","10.2900","9.6600","48,359,316.0000","13,549,022,740.0000","483,815,312.0000"
"000006.SZ","深振业A","2015-09-21","9.8000","10.3200","10.4600","9.6800","40,606,979.0000","13,844,149,968.0000","412,412,304.0000"
"000006.SZ","深振业A","2015-09-22","10.3400","10.0900","10.4200","10.0000","35,011,948.0000","13,535,607,866.0000","357,128,336.0000"
"000006.SZ","深振业A","2015-09-23","9.8400","10.2300","10.3500","9.7700","42,528,615.0000","13,723,416,102.0000","431,472,992.0000"
"000006.SZ","深振业A","2015-09-24","10.4700","10.2200","10.4800","10.0300","33,119,918.0000","13,710,001,228.0000","339,737,200.0000"
"000006.SZ","深振业A","2015-09-25","10.2100","9.6800","10.3300","9.5400","31,985,105.0000","12,985,598,032.0000","318,705,600.0000"
"000006.SZ","深振业A","2015-09-28","9.6500","9.7900","9.8500","9.5000","16,005,557.0000","13,133,161,646.0000","155,538,518.0000"
"000006.SZ","深振业A","2015-09-29","9.5900","9.3300","9.6500","9.2000","17,307,708.0000","12,516,077,442.0000","163,539,128.0000"
"000006.SZ","深振业A","2015-09-30","9.4000","9.4000","9.4900","9.2000","11,690,314.0000","12,609,981,560.0000","109,592,248.0000"
"000007.SZ","零七股份","2015-09-11","29.1700","29.1700","29.1700","29.1700","0.0000","6,005,727,815.4600","0.0000"
"000007.SZ","零七股份","2015-09-14","29.1700","29.1700","29.1700","29.1700","0.0000","6,005,727,815.4600","0.0000"
"000007.SZ","零七股份","2015-09-15","29.1700","29.1700","29.1700","29.1700","0.0000","6,005,727,815.4600","0.0000"
"000007.SZ","零七股份","2015-09-16","29.1700","29.1700","29.1700","29.1700","0.0000","6,005,727,815.4600","0.0000"
"000007.SZ","零七股份","2015-09-17","29.1700","29.1700","29.1700","29.1700","0.0000","6,005,727,815.4600","0.0000"
"000007.SZ","零七股份","2015-09-18","29.1700","29.1700","29.1700","29.1700","0.0000","6,005,727,815.4600","0.0000"
"000007.SZ","零七股份","2015-09-21","29.1700","29.1700","29.1700","29.1700","0.0000","6,005,727,815.4600","0.0000"
"000007.SZ","零七股份","2015-09-22","29.1700","29.1700","29.1700","29.1700","0.0000","6,005,727,815.4600","0.0000"
"000007.SZ","零七股份","2015-09-23","29.1700","29.1700","29.1700","29.1700","0.0000","6,005,727,815.4600","0.0000"
"000007.SZ","零七股份","2015-09-24","29.1700","29.1700","29.1700","29.1700","0.0000","6,005,727,815.4600","0.0000"
"000007.SZ","零七股份","2015-09-25","29.1700","29.1700","29.1700","29.1700","0.0000","6,005,727,815.4600","0.0000"
"000007.SZ","零七股份","2015-09-28","29.1700","29.1700","29.1700","29.1700","0.0000","6,005,727,815.4600","0.0000"
"000007.SZ","零七股份","2015-09-29","29.1700","29.1700","29.1700","29.1700","0.0000","6,005,727,815.4600","0.0000"
"000007.SZ","零七股份","2015-09-30","29.1700","29.1700","29.1700","29.1700","0.0000","6,005,727,815.4600","0.0000"
"000008.SZ","神州高铁","2015-09-11","22.2000","22.6900","22.9500","22.0000","3,964,687.0000","4,846,448,812.9800","89,455,755.0000"
"000008.SZ","神州高铁","2015-09-14","22.8000","23.1200","24.5000","21.0000","9,684,890.0000","4,938,294,251.0400","222,486,154.0000"
"000008.SZ","神州高铁","2015-09-15","23.3000","22.7800","23.7900","22.0700","5,821,287.0000","4,865,672,276.7600","133,613,489.0000"
"000008.SZ","神州高铁","2015-09-16","22.8800","24.6000","24.9900","22.0100","7,848,328.0000","5,254,413,433.2000","184,706,249.0000"
"000008.SZ","神州高铁","2015-09-17","24.0100","24.9900","27.0500","23.3000","12,354,361.0000","5,337,715,109.5800","315,018,528.0000"
"000008.SZ","神州高铁","2015-09-18","26.9000","26.4400","27.3800","25.3000","14,548,018.0000","5,646,950,550.4800","382,245,840.0000"
"000008.SZ","神州高铁","2015-09-21","26.3800","27.4500","27.7200","25.6500","10,915,724.0000","5,862,662,352.9000","296,756,304.0000"
"000008.SZ","神州高铁","2015-09-22","27.8800","26.6800","27.8800","26.6000","9,962,611.0000","5,698,208,800.5600","268,785,264.0000"
"000008.SZ","神州高铁","2015-09-23","26.3000","26.5700","26.8800","25.4100","10,166,002.0000","5,674,715,435.9400","265,621,262.0000"
"000008.SZ","神州高铁","2015-09-24","9.0000","8.9400","9.1800","8.5000","35,098,774.0000","5,728,109,446.4400","313,055,808.0000"
"000008.SZ","神州高铁","2015-09-25","8.7900","8.1000","8.8200","8.0500","26,007,858.0000","5,189,897,820.6000","218,259,438.0000"
"000008.SZ","神州高铁","2015-09-28","7.9900","8.4500","8.6600","7.6000","26,160,806.0000","5,414,152,664.7000","214,763,816.0000"
"000008.SZ","神州高铁","2015-09-29","8.2300","8.0900","8.3900","8.0000","13,985,983.0000","5,183,490,539.3400","114,119,055.0000"
"000008.SZ","神州高铁","2015-09-30","8.3200","8.3000","8.5300","8.1900","15,970,104.0000","5,318,043,445.8000","133,284,415.0000"
"000009.SZ","中国宝安","2015-09-11","10.9200","11.0900","11.2300","10.7800","66,586,101.0000","16,520,429,897.5800","734,026,800.0000"
"000009.SZ","中国宝安","2015-09-14","11.1600","9.9800","11.1600","9.9800","68,343,648.0000","14,866,897,238.7600","711,284,480.0000"
"000009.SZ","中国宝安","2015-09-15","9.4900","9.0100","9.7700","8.9800","73,830,796.0000","13,421,918,248.6200","686,411,808.0000"
"000009.SZ","中国宝安","2015-09-16","9.2000","9.9100","9.9100","9.1000","61,560,798.0000","14,762,620,404.4200","582,818,192.0000"
"000009.SZ","中国宝安","2015-09-17","9.9100","9.9100","10.5400","9.8000","81,796,088.0000","14,762,620,404.4200","834,209,344.0000"
"000009.SZ","中国宝安","2015-09-18","10.0800","10.2000","10.2800","9.8800","51,712,043.0000","15,194,624,432.4000","522,447,296.0000"
"000009.SZ","中国宝安","2015-09-21","9.9600","10.5300","10.5800","9.9000","58,843,877.0000","15,686,215,222.8600","605,711,440.0000"
"000009.SZ","中国宝安","2015-09-22","10.6700","10.5500","10.8500","10.4200","71,914,129.0000","15,716,008,604.1000","764,496,080.0000"
"000009.SZ","中国宝安","2015-09-23","10.3500","10.5300","11.0500","10.2400","83,693,222.0000","15,686,215,222.8600","894,615,648.0000"
"000009.SZ","中国宝安","2015-09-24","10.6700","11.0000","11.0100","10.5500","73,310,875.0000","16,386,359,682.0000","790,791,952.0000"
"000009.SZ","中国宝安","2015-09-25","11.1500","10.8800","11.4800","10.6800","110,320,099.0000","16,207,599,394.5600","1,228,604,656.0000"
"000009.SZ","中国宝安","2015-09-28","10.9900","11.0700","11.1600","10.7000","65,024,695.0000","16,490,636,516.3400","715,936,768.0000"
"000009.SZ","中国宝安","2015-09-29","10.7600","10.4900","10.9000","10.4200","60,202,538.0000","15,626,628,460.3800","639,650,096.0000"
"000009.SZ","中国宝安","2015-09-30","10.7000","10.5900","10.7600","10.4300","33,941,969.0000","15,775,595,366.5800","359,822,128.0000"
"000010.SZ","深华新","2015-09-11","6.8200","7.0300","7.0500","6.7600","14,048,630.0000","2,517,846,859.4400","97,050,594.0000"
"000010.SZ","深华新","2015-09-14","7.1000","6.3300","7.2200","6.3300","22,721,627.0000","2,267,136,645.8400","153,397,458.0000"
"000010.SZ","深华新","2015-09-15","6.1200","5.8200","6.3500","5.7900","16,925,487.0000","2,084,476,347.3600","102,133,912.0000"
"000010.SZ","深华新","2015-09-16","5.9300","6.3400","6.4000","5.9000","16,667,178.0000","2,270,718,220.3200","102,274,192.0000"
"000010.SZ","深华新","2015-09-17","6.3800","6.1500","6.7000","6.1400","20,251,766.0000","2,202,668,305.2000","129,465,734.0000"
"000010.SZ","深华新","2015-09-18","6.2100","6.3000","6.3300","6.1200","11,503,262.0000","2,256,391,922.4000","71,580,316.0000"
"000010.SZ","深华新","2015-09-21","6.2000","6.4900","6.5400","6.1300","13,778,251.0000","2,324,441,837.5200","88,262,383.0000"
"000010.SZ","深华新","2015-09-22","6.5300","6.5400","6.7000","6.4200","18,079,429.0000","2,667,861,709.5000","118,627,817.0000"
"000010.SZ","深华新","2015-09-23","6.4100","6.6300","6.6900","6.3200","19,104,446.0000","2,704,575,402.7500","123,987,860.0000"
"000010.SZ","深华新","2015-09-24","6.5600","6.7400","6.8100","6.5600","17,969,146.0000","2,749,447,694.5000","119,727,177.0000"
"000010.SZ","深华新","2015-09-25","6.6600","6.3000","6.7300","6.2300","18,457,712.0000","2,569,958,527.5000","119,475,355.0000"
"000010.SZ","深华新","2015-09-28","6.3000","6.2700","6.3000","5.9600","16,436,267.0000","2,557,720,629.7500","101,091,133.0000"
"000010.SZ","深华新","2015-09-29","6.1200","6.0900","6.1800","6.0200","11,161,306.0000","2,484,293,243.2500","68,046,211.0000"
"000010.SZ","深华新","2015-09-30","6.1400","6.1700","6.2400","6.1000","8,299,527.0000","2,516,927,637.2500","51,174,474.0000"
"000011.SZ","深物业A","2015-09-11","10.0500","10.4600","10.7400","9.7000","14,204,581.0000","1,839,523,067.9600","143,890,748.0000"
"000011.SZ","深物业A","2015-09-14","10.6700","10.6600","11.5100","10.3600","32,781,276.0000","1,874,695,593.1600","361,673,424.0000"
"000011.SZ","深物业A","2015-09-15","10.0700","9.5900","10.2500","9.5900","15,972,353.0000","1,686,522,583.3400","155,790,914.0000"
"000011.SZ","深物业A","2015-09-16","9.3600","10.5500","10.5500","9.3600","19,786,187.0000","1,855,350,704.3000","197,032,752.0000"
"000011.SZ","深物业A","2015-09-17","10.5000","10.8300","11.6100","10.3600","37,026,937.0000","1,904,592,239.5800","413,390,368.0000"
"000011.SZ","深物业A","2015-09-18","11.0000","11.5000","11.7600","10.9000","31,681,785.0000","2,022,420,199.0000","358,810,784.0000"
"000011.SZ","深物业A","2015-09-21","11.0600","11.5900","11.7600","10.9000","23,107,499.0000","2,038,247,835.3400","262,379,915.0000"
"000011.SZ","深物业A","2015-09-22","11.4600","11.1800","11.6300","11.1000","17,090,200.0000","1,966,144,158.6800","194,207,401.0000"
"000011.SZ","深物业A","2015-09-23","10.8500","11.6000","11.8000","10.8000","22,488,835.0000","2,040,006,461.6000","258,752,166.0000"
"000011.SZ","深物业A","2015-09-24","11.9900","11.5300","12.6900","11.4000","24,117,838.0000","2,027,696,077.7800","288,072,528.0000"
"000011.SZ","深物业A","2015-09-25","11.1900","10.5800","11.6000","10.4200","17,059,067.0000","1,860,626,583.0800","188,181,076.0000"
"000011.SZ","深物业A","2015-09-28","10.7000","10.8500","10.8500","10.1800","9,725,064.0000","1,908,109,492.1000","103,014,355.0000"
"000011.SZ","深物业A","2015-09-29","10.5500","10.2900","10.6300","10.2500","7,678,731.0000","1,809,626,421.5400","80,089,862.0000"
"000011.SZ","深物业A","2015-09-30","10.3900","10.2700","10.5200","10.0600","5,139,972.0000","1,806,109,169.0200","53,076,512.0000"
"000012.SZ","南玻A","2015-09-11","9.3600","9.4600","9.5600","9.2800","10,635,858.0000","12,322,143,121.4200","100,278,156.0000"
"000012.SZ","南玻A","2015-09-14","9.4600","8.5200","9.5800","8.5100","18,334,051.0000","11,097,744,122.0400","163,250,743.0000"
"000012.SZ","南玻A","2015-09-15","8.4200","7.6700","8.5200","7.6700","18,794,354.0000","9,990,574,814.0900","150,962,385.0000"
"000012.SZ","南玻A","2015-09-16","7.8000","8.3300","8.4400","7.6600","20,279,796.0000","10,850,259,217.9100","161,949,762.0000"
"000012.SZ","南玻A","2015-09-17","8.2900","8.0500","8.5600","8.0500","19,792,960.0000","10,485,544,622.3500","165,365,264.0000"
"000012.SZ","南玻A","2015-09-18","8.1900","8.1500","8.2700","8.0000","12,251,392.0000","10,615,799,835.0500","99,478,616.0000"
"000012.SZ","南玻A","2015-09-21","7.9900","8.5000","8.5100","7.9200","13,977,291.0000","11,071,693,079.5000","116,357,786.0000"
"000012.SZ","南玻A","2015-09-22","8.5400","8.4800","8.6100","8.3600","15,945,664.0000","11,045,642,036.9600","135,674,831.0000"
"000012.SZ","南玻A","2015-09-23","8.3000","8.2600","8.4500","8.1900","14,217,960.0000","10,759,080,569.0200","118,094,424.0000"
"000012.SZ","南玻A","2015-09-24","8.2900","8.4600","8.5400","8.2900","12,212,337.0000","11,019,590,994.4200","103,028,843.0000"
"000012.SZ","南玻A","2015-09-25","8.4100","8.1500","8.5200","8.0800","12,722,258.0000","10,615,799,835.0500","105,568,581.0000"
"000012.SZ","南玻A","2015-09-28","8.2000","8.3200","8.3800","8.0700","6,880,077.0000","10,837,233,696.6400","56,575,150.0000"
"000012.SZ","南玻A","2015-09-29","8.4000","9.1500","9.1500","8.3800","54,285,582.0000","11,918,351,962.0500","490,292,304.0000"
"000012.SZ","南玻A","2015-09-30","9.2000","8.8800","9.3300","8.7800","37,467,041.0000","11,566,662,887.7600","336,104,128.0000"
"000014.SZ","沙河股份","2015-09-11","17.1000","18.1600","18.2900","16.7200","11,669,957.0000","3,662,966,195.9200","203,900,931.0000"
"000014.SZ","沙河股份","2015-09-14","18.7200","16.9500","19.6100","16.5000","20,377,607.0000","3,418,902,919.6500","376,553,968.0000"
"000014.SZ","沙河股份","2015-09-15","15.8000","15.2600","16.7200","15.2600","11,025,373.0000","3,078,021,153.6200","174,835,849.0000"
"000014.SZ","沙河股份","2015-09-16","15.3300","16.7900","16.7900","14.9000","11,831,043.0000","3,386,630,089.7300","186,279,471.0000"
"000014.SZ","沙河股份","2015-09-17","16.8000","16.3100","18.3500","16.1000","14,828,118.0000","3,289,811,599.9700","252,382,711.0000"
"000014.SZ","沙河股份","2015-09-18","16.5000","16.8300","17.3000","16.1100","10,265,427.0000","3,394,698,297.2100","171,259,309.0000"
"000014.SZ","沙河股份","2015-09-21","16.1900","17.3700","17.4300","16.1000","10,251,568.0000","3,503,619,098.1900","174,106,480.0000"
"000014.SZ","沙河股份","2015-09-22","17.4400","17.3700","17.8600","17.1500","9,578,440.0000","3,503,619,098.1900","167,549,533.0000"
"000014.SZ","沙河股份","2015-09-23","16.9700","17.8500","18.0900","16.7200","12,721,015.0000","3,600,437,587.9500","221,740,068.0000"
"000014.SZ","沙河股份","2015-09-24","18.1000","17.7500","18.5100","17.3000","10,333,430.0000","3,580,267,069.2500","184,288,510.0000"
"000014.SZ","沙河股份","2015-09-25","17.4500","16.3500","17.9200","16.1000","9,982,645.0000","3,297,879,807.4500","169,451,976.0000"
"000014.SZ","沙河股份","2015-09-28","16.4000","16.6300","16.6500","15.8600","5,332,036.0000","3,354,357,259.8100","87,231,616.0000"
"000014.SZ","沙河股份","2015-09-29","16.0000","16.0200","16.3500","15.8800","4,936,238.0000","3,231,317,095.7400","79,560,073.0000"
"000014.SZ","沙河股份","2015-09-30","16.1800","16.1000","16.2900","15.9100","3,773,740.0000","3,247,453,510.7000","60,875,654.0000"
"000016.SZ","深康佳A","2015-09-11","27.1400","27.1400","27.1400","27.1400","51,500.0000","16,281,692,014.4000","1,397,710.0000"
"000016.SZ","深康佳A","2015-09-14","24.4300","24.4300","24.4300","24.4300","18,800.0000","14,655,922,472.8000","459,284.0000"
"000016.SZ","深康佳A","2015-09-15","21.9900","21.9900","21.9900","21.9900","30,200.0000","13,192,129,970.4000","664,098.0000"
"000016.SZ","深康佳A","2015-09-16","19.7900","19.7900","19.7900","19.7900","182,100.0000","11,872,317,058.4000","3,603,759.0000"
"000016.SZ","深康佳A","2015-09-17","17.8100","17.8100","17.8100","17.8100","332,400.0000","10,684,485,437.6000","5,920,044.0000"
"000016.SZ","深康佳A","2015-09-18","16.0300","16.0300","16.0300","16.0300","195,000.0000","9,616,636,808.8000","3,125,850.0000"
"000016.SZ","深康佳A","2015-09-21","14.4300","14.4300","14.4300","14.4300","512,500.0000","8,656,772,872.8000","7,395,375.0000"
"000016.SZ","深康佳A","2015-09-22","12.9900","13.1400","14.1900","12.9900","236,310,776.0000","7,882,882,574.4000","3,108,439,280.0000"
"000016.SZ","深康佳A","2015-09-23","12.3500","12.7000","12.8000","11.8500","180,434,405.0000","7,618,919,992.0000","2,212,571,520.0000"
"000016.SZ","深康佳A","2015-09-24","12.8100","12.6300","12.9700","12.4400","126,421,271.0000","7,576,925,944.8000","1,601,499,488.0000"
"000016.SZ","深康佳A","2015-09-25","6.3000","5.6900","6.3000","5.6900","258,300,044.0000","6,827,032,244.8000","1,515,787,040.0000"
"000016.SZ","深康佳A","2015-09-28","5.5500","5.4700","5.6400","5.2300","179,829,980.0000","6,563,069,662.4000","972,866,496.0000"
"000016.SZ","深康佳A","2015-09-29","5.3600","5.5300","5.7300","5.2600","167,838,460.0000","6,635,059,457.6000","935,684,656.0000"
"000016.SZ","深康佳A","2015-09-30","5.5000","5.3500","5.6500","5.3000","123,181,539.0000","6,419,090,072.0000","670,100,704.0000"
"000017.SZ","深中华A","2015-09-11","9.3400","9.3200","9.5100","9.0000","10,514,476.0000","2,823,762,024.5600","97,839,583.0000"
"000017.SZ","深中华A","2015-09-14","9.4500","8.3900","9.5800","8.3900","13,120,905.0000","2,541,991,779.6200","118,409,209.0000"
"000017.SZ","深中华A","2015-09-15","7.9800","7.8600","8.2000","7.5500","12,904,847.0000","2,381,413,037.8800","101,360,107.0000"
"000017.SZ","深中华A","2015-09-16","7.8600","8.6400","8.6500","7.8500","8,967,993.0000","2,617,736,469.1200","73,752,542.0000"
"000017.SZ","深中华A","2015-09-17","8.6000","8.3100","9.2000","8.3000","10,426,944.0000","2,517,753,478.9800","90,845,552.0000"
"000017.SZ","深中华A","2015-09-18","8.4600","8.5300","8.6800","8.3200","5,494,095.0000","2,584,408,805.7400","46,700,797.0000"
"000017.SZ","深中华A","2015-09-21","8.3400","8.7100","8.8300","8.2100","6,903,288.0000","2,638,944,982.1800","59,463,512.0000"
"000017.SZ","深中华A","2015-09-22","8.7200","9.1400","9.1800","8.6500","10,311,065.0000","2,769,225,848.1200","91,977,178.0000"
"000017.SZ","深中华A","2015-09-23","8.8800","8.7900","9.0000","8.6000","7,772,197.0000","2,663,183,282.8200","68,667,964.0000"
"000017.SZ","深中华A","2015-09-24","8.8100","8.9200","9.0200","8.7900","5,929,442.0000","2,702,570,521.3600","52,699,403.0000"
"000017.SZ","深中华A","2015-09-25","8.8800","8.3300","8.9000","8.2000","5,967,649.0000","2,523,813,054.1400","51,043,380.0000"
"000017.SZ","深中华A","2015-09-28","8.4600","8.4400","8.5900","8.1500","4,192,609.0000","2,557,140,717.5200","35,175,321.0000"
"000017.SZ","深中华A","2015-09-29","8.2000","8.2100","8.3600","8.1500","3,748,701.0000","2,487,455,603.1800","30,927,167.0000"
"000017.SZ","深中华A","2015-09-30","8.2500","8.2700","8.4200","8.2000","3,397,900.0000","2,505,634,328.6600","28,271,751.0000"
"000018.SZ","中冠A","2015-09-11","23.0100","25.8000","25.8000","22.6000","3,360,962.0000","2,572,787,687.4000","80,909,709.0000"
"000018.SZ","中冠A","2015-09-14","26.7800","24.0700","27.9000","23.3000","5,370,448.0000","2,400,271,303.7100","140,447,779.0000"
"000018.SZ","中冠A","2015-09-15","23.0100","22.2000","23.5000","21.6600","3,002,981.0000","2,213,794,056.6000","67,062,772.0000"
