"代码","简称","时间","开盘价(元)","收盘价(元)","最高价(元)","最低价(元)","成交量(股)","A股流通市值(元)","成交金额(元)"
"002399.SZ","海普瑞","2015-09-11","26.7200","26.7200","26.7200","26.7200","0.0000","21,381,344,000.0000","0.0000"
"002399.SZ","海普瑞","2015-09-14","26.7200","26.7200","26.7200","26.7200","0.0000","21,381,344,000.0000","0.0000"
"002399.SZ","海普瑞","2015-09-15","26.7200","26.7200","26.7200","26.7200","0.0000","21,381,344,000.0000","0.0000"
"002399.SZ","海普瑞","2015-09-16","26.7200","26.7200","26.7200","26.7200","0.0000","21,381,344,000.0000","0.0000"
"002399.SZ","海普瑞","2015-09-17","26.7200","26.7200","26.7200","26.7200","0.0000","21,381,344,000.0000","0.0000"
"002399.SZ","海普瑞","2015-09-18","26.7200","26.7200","26.7200","26.7200","0.0000","21,381,344,000.0000","0.0000"
"002399.SZ","海普瑞","2015-09-21","26.7200","26.7200","26.7200","26.7200","0.0000","21,381,344,000.0000","0.0000"
"002399.SZ","海普瑞","2015-09-22","26.7200","26.7200","26.7200","26.7200","0.0000","21,381,344,000.0000","0.0000"
"002399.SZ","海普瑞","2015-09-23","26.7200","26.7200","26.7200","26.7200","0.0000","21,381,344,000.0000","0.0000"
"002399.SZ","海普瑞","2015-09-24","26.7200","26.7200","26.7200","26.7200","0.0000","21,381,344,000.0000","0.0000"
"002399.SZ","海普瑞","2015-09-25","26.7200","26.7200","26.7200","26.7200","0.0000","21,381,344,000.0000","0.0000"
"002399.SZ","海普瑞","2015-09-28","26.7200","26.7200","26.7200","26.7200","0.0000","21,381,344,000.0000","0.0000"
"002399.SZ","海普瑞","2015-09-29","25.3000","24.0600","27.6100","24.0500","25,844,502.0000","19,252,812,000.0000","652,782,896.0000"
"002399.SZ","海普瑞","2015-09-30","24.1000","24.2500","24.6500","23.8200","13,596,522.0000","19,404,850,000.0000","329,097,664.0000"
"002400.SZ","省广股份","2015-09-11","22.9000","22.9000","22.9000","22.9000","0.0000","18,461,282,946.9000","0.0000"
"002400.SZ","省广股份","2015-09-14","22.9000","22.9000","22.9000","22.9000","0.0000","18,461,282,946.9000","0.0000"
"002400.SZ","省广股份","2015-09-15","22.9000","22.9000","22.9000","22.9000","0.0000","18,461,282,946.9000","0.0000"
"002400.SZ","省广股份","2015-09-16","20.6100","20.6100","20.6100","20.6100","3,050,900.0000","16,615,154,652.2100","62,879,049.0000"
"002400.SZ","省广股份","2015-09-17","18.7200","18.6100","19.8000","18.5500","74,355,875.0000","15,002,815,530.2100","1,412,706,368.0000"
"002400.SZ","省广股份","2015-09-18","18.2900","17.0000","18.2900","16.9300","56,038,616.0000","13,704,882,537.0000","980,411,360.0000"
"002400.SZ","省广股份","2015-09-21","16.8300","18.7000","18.7000","16.7100","43,339,091.0000","15,075,370,790.7000","785,810,672.0000"
"002400.SZ","省广股份","2015-09-22","19.0800","19.3000","19.9100","18.9900","42,257,260.0000","15,559,072,527.3000","818,975,728.0000"
"002400.SZ","省广股份","2015-09-23","18.7200","18.8000","19.0500","18.6000","29,855,174.0000","15,155,987,746.8000","561,694,624.0000"
"002400.SZ","省广股份","2015-09-24","19.1400","19.0100","19.3500","18.8000","18,380,997.0000","15,325,283,354.6100","350,005,392.0000"
"002400.SZ","省广股份","2015-09-25","18.9500","17.6300","18.9500","17.2000","31,580,628.0000","14,212,769,360.4300","566,477,936.0000"
"002400.SZ","省广股份","2015-09-28","17.6200","18.3100","18.5000","17.4000","19,376,419.0000","14,760,964,661.9100","350,615,904.0000"
"002400.SZ","省广股份","2015-09-29","17.9500","18.3000","18.8100","17.8000","20,091,350.0000","14,752,902,966.3000","369,371,760.0000"
