"代码","简称","时间","开盘价(元)","收盘价(元)","最高价(元)","最低价(元)","成交量(股)","A股流通市值(元)","成交金额(元)"
"600315.SH","上海家化","2015-09-22","34.4600","34.4600","34.4600","34.4600","0.0000","23,125,174,236.0600","0.0000"
"600315.SH","上海家化","2015-09-23","34.4600","34.4600","34.4600","34.4600","0.0000","23,125,174,236.0600","0.0000"
"600315.SH","上海家化","2015-09-24","34.4600","34.4600","34.4600","34.4600","0.0000","23,125,174,236.0600","0.0000"
"600315.SH","上海家化","2015-09-25","34.4600","34.4600","34.4600","34.4600","0.0000","23,125,174,236.0600","0.0000"
"600315.SH","上海家化","2015-09-28","34.4600","34.4600","34.4600","34.4600","0.0000","23,125,174,236.0600","0.0000"
"600315.SH","上海家化","2015-09-29","34.4600","34.4600","34.4600","34.4600","0.0000","23,125,174,236.0600","0.0000"
"600315.SH","上海家化","2015-09-30","34.4600","34.4600","34.4600","34.4600","0.0000","23,125,174,236.0600","0.0000"
"600316.SH","洪都航空","2015-09-11","19.9600","19.9900","20.5000","19.6600","10,904,888.0000","14,335,119,094.8800","218,742,056.0000"
"600316.SH","洪都航空","2015-09-14","20.4000","18.4200","20.6500","17.9900","17,534,291.0000","13,209,249,311.0400","331,371,648.0000"
"600316.SH","洪都航空","2015-09-15","17.9300","16.5800","18.2000","16.5800","11,450,548.0000","11,889,758,608.9600","198,007,588.0000"
"600316.SH","洪都航空","2015-09-16","16.6800","18.2300","18.2400","16.4800","18,371,352.0000","13,072,997,553.7600","315,469,040.0000"
"600316.SH","洪都航空","2015-09-17","18.2700","18.0400","19.4500","18.0100","24,832,657.0000","12,936,745,796.4800","468,002,944.0000"
"600316.SH","洪都航空","2015-09-18","18.3000","18.2300","18.5000","17.6000","13,230,986.0000","13,072,997,553.7600","239,570,175.0000"
"600316.SH","洪都航空","2015-09-21","18.2000","19.6600","19.7000","17.9500","19,731,844.0000","14,098,471,305.9200","375,439,440.0000"
"600316.SH","洪都航空","2015-09-22","19.7000","19.7500","20.4200","19.4500","20,949,825.0000","14,163,011,612.0000","416,659,504.0000"
"600316.SH","洪都航空","2015-09-23","19.3000","19.3100","19.7000","19.0000","15,786,486.0000","13,847,481,226.7200","305,404,400.0000"
"600316.SH","洪都航空","2015-09-24","19.5500","19.7800","20.1000","19.3500","14,483,547.0000","14,184,525,047.3600","285,571,952.0000"
"600316.SH","洪都航空","2015-09-25","19.7700","18.8000","19.9800","18.4000","14,206,825.0000","13,481,752,825.6000","275,070,624.0000"
"600316.SH","洪都航空","2015-09-28","18.9000","19.0200","19.0900","18.0000","8,447,197.0000","13,639,518,018.2400","157,795,424.0000"
"600316.SH","洪都航空","2015-09-29","18.1800","18.3500","18.6600","18.0800","7,897,714.0000","13,159,051,295.2000","145,001,550.0000"
"600316.SH","洪都航空","2015-09-30","18.4900","19.5700","20.0000","18.4900","18,122,944.0000","14,033,930,999.8400","350,261,552.0000"
"600317.SH","营口港","2015-09-11","5.0300","4.9900","5.0800","4.9000","24,033,130.0000","16,430,647,241.2200","119,900,193.0000"
"600317.SH","营口港","2015-09-14","4.9900","4.8900","5.0400","4.5000","44,661,715.0000","16,101,375,753.4200","213,480,293.0000"
"600317.SH","营口港","2015-09-15","4.6800","4.4300","4.8000","4.4000","22,867,868.0000","14,586,726,909.5400","104,841,572.0000"
"600317.SH","营口港","2015-09-16","4.4900","4.7900","4.8500","4.4300","26,519,452.0000","15,772,104,265.6200","122,529,710.0000"
"600317.SH","营口港","2015-09-17","4.7600","4.6100","4.8500","4.6000","30,124,904.0000","15,179,415,587.5800","142,138,258.0000"
"600317.SH","营口港","2015-09-18","4.6900","4.7600","4.9000","4.5400","29,979,459.0000","15,673,322,819.2800","142,097,308.0000"
"600317.SH","营口港","2015-09-21","4.6700","4.8200","4.8500","4.6300","28,230,439.0000","15,870,885,711.9600","134,782,492.0000"
"600317.SH","营口港","2015-09-22","4.8100","4.8400","4.9200","4.7700","29,413,976.0000","15,936,740,009.5200","142,493,234.0000"
"600317.SH","营口港","2015-09-23","4.7400","4.6900","4.8300","4.6800","21,405,046.0000","15,442,832,777.8200","101,643,534.0000"
"600317.SH","营口港","2015-09-24","4.7200","4.8500","5.0600","4.7200","37,857,329.0000","15,969,667,158.3000","185,093,326.0000"
"600317.SH","营口港","2015-09-25","4.7800","4.6600","4.8000","4.6000","26,012,060.0000","15,344,051,331.4800","121,977,116.0000"
"600317.SH","营口港","2015-09-28","4.7400","4.7400","4.8200","4.6400","16,197,737.0000","15,607,468,521.7200","76,781,354.0000"
"600317.SH","营口港","2015-09-29","4.6300","4.5800","4.6800","4.5600","15,009,404.0000","15,080,634,141.2400","69,133,406.0000"
"600317.SH","营口港","2015-09-30","4.5900","4.6100","4.6700","4.5400","11,935,564.0000","15,179,415,587.5800","55,081,798.0000"
"600318.SH","巢东股份","2015-09-11","20.6400","20.6400","20.6400","20.6400","0.0000","4,994,880,000.0000","0.0000"
"600318.SH","巢东股份","2015-09-14","20.6400","20.6400","20.6400","20.6400","0.0000","4,994,880,000.0000","0.0000"
"600318.SH","巢东股份","2015-09-15","20.6400","20.6400","20.6400","20.6400","0.0000","4,994,880,000.0000","0.0000"
"600318.SH","巢东股份","2015-09-16","20.6400","20.6400","20.6400","20.6400","0.0000","4,994,880,000.0000","0.0000"
"600318.SH","巢东股份","2015-09-17","20.6400","20.6400","20.6400","20.6400","0.0000","4,994,880,000.0000","0.0000"
"600318.SH","巢东股份","2015-09-18","20.6400","20.6400","20.6400","20.6400","0.0000","4,994,880,000.0000","0.0000"
"600318.SH","巢东股份","2015-09-21","20.6400","20.6400","20.6400","20.6400","0.0000","4,994,880,000.0000","0.0000"
"600318.SH","巢东股份","2015-09-22","20.6400","20.6400","20.6400","20.6400","0.0000","4,994,880,000.0000","0.0000"
"600318.SH","巢东股份","2015-09-23","20.6400","20.6400","20.6400","20.6400","0.0000","4,994,880,000.0000","0.0000"
"600318.SH","巢东股份","2015-09-24","20.6400","20.6400","20.6400","20.6400","0.0000","4,994,880,000.0000","0.0000"
"600318.SH","巢东股份","2015-09-25","20.6400","20.6400","20.6400","20.6400","0.0000","4,994,880,000.0000","0.0000"
"600318.SH","巢东股份","2015-09-28","20.6400","20.6400","20.6400","20.6400","0.0000","4,994,880,000.0000","0.0000"
"600318.SH","巢东股份","2015-09-29","20.6400","20.6400","20.6400","20.6400","0.0000","4,994,880,000.0000","0.0000"
"600318.SH","巢东股份","2015-09-30","20.6400","20.6400","20.6400","20.6400","0.0000","4,994,880,000.0000","0.0000"
"600319.SH","亚星化学","2015-09-11","10.5300","10.5300","10.5300","10.5300","0.0000","3,323,204,820.0000","0.0000"
"600319.SH","亚星化学","2015-09-14","10.5300","10.5300","10.5300","10.5300","0.0000","3,323,204,820.0000","0.0000"
"600319.SH","亚星化学","2015-09-15","10.5300","10.5300","10.5300","10.5300","0.0000","3,323,204,820.0000","0.0000"
"600319.SH","亚星化学","2015-09-16","10.5300","10.5300","10.5300","10.5300","0.0000","3,323,204,820.0000","0.0000"
"600319.SH","亚星化学","2015-09-17","10.5300","10.5300","10.5300","10.5300","0.0000","3,323,204,820.0000","0.0000"
"600319.SH","亚星化学","2015-09-18","10.5300","10.5300","10.5300","10.5300","0.0000","3,323,204,820.0000","0.0000"
"600319.SH","亚星化学","2015-09-21","10.5300","10.5300","10.5300","10.5300","0.0000","3,323,204,820.0000","0.0000"
"600319.SH","亚星化学","2015-09-22","10.5300","10.5300","10.5300","10.5300","0.0000","3,323,204,820.0000","0.0000"
"600319.SH","亚星化学","2015-09-23","10.5300","10.5300","10.5300","10.5300","0.0000","3,323,204,820.0000","0.0000"
"600319.SH","亚星化学","2015-09-24","10.5300","10.5300","10.5300","10.5300","0.0000","3,323,204,820.0000","0.0000"
"600319.SH","亚星化学","2015-09-25","10.5300","10.5300","10.5300","10.5300","0.0000","3,323,204,820.0000","0.0000"
"600319.SH","亚星化学","2015-09-28","10.5300","10.5300","10.5300","10.5300","0.0000","3,323,204,820.0000","0.0000"
"600319.SH","亚星化学","2015-09-29","10.5300","10.5300","10.5300","10.5300","0.0000","3,323,204,820.0000","0.0000"
"600319.SH","亚星化学","2015-09-30","10.5300","10.5300","10.5300","10.5300","0.0000","3,323,204,820.0000","0.0000"
"600320.SH","振华重工","2015-09-11","6.1200","6.2000","6.2400","6.0400","17,098,663.0000","17,163,654,580.8000","105,346,568.0000"
"600320.SH","振华重工","2015-09-14","6.3600","6.3000","6.5800","5.8100","57,694,281.0000","17,440,487,719.2000","365,154,544.0000"
"600320.SH","振华重工","2015-09-15","5.9000","5.6700","6.0500","5.6700","30,923,307.0000","15,696,438,947.2800","180,978,735.0000"
"600320.SH","振华重工","2015-09-16","5.6800","6.1400","6.2200","5.4700","40,608,581.0000","16,997,554,697.7600","236,672,838.0000"
"600320.SH","振华重工","2015-09-17","6.0100","5.9600","6.3500","5.9100","47,693,904.0000","16,499,255,048.6400","294,163,552.0000"
"600320.SH","振华重工","2015-09-18","6.0000","5.9700","6.1100","5.8900","20,054,910.0000","16,526,938,362.4800","119,919,452.0000"
"600320.SH","振华重工","2015-09-21","5.9100","6.1000","6.1500","5.8400","21,528,542.0000","16,886,821,442.4000","129,817,143.0000"
"600320.SH","振华重工","2015-09-22","6.1400","6.1300","6.2100","6.0300","31,208,277.0000","16,969,871,383.9200","191,213,728.0000"
"600320.SH","振华重工","2015-09-23","6.0600","6.3400","6.4400","6.0100","61,567,514.0000","17,551,220,974.5600","385,305,712.0000"
"600320.SH","振华重工","2015-09-24","6.3300","6.2900","6.5400","6.2100","49,647,464.0000","17,412,804,405.3600","316,260,544.0000"
"600320.SH","振华重工","2015-09-25","6.2800","5.9600","6.3400","5.9100","40,885,657.0000","16,499,255,048.6400","249,252,422.0000"
"600320.SH","振华重工","2015-09-28","6.0000","5.9700","6.0900","5.8100","13,192,962.0000","16,526,938,362.4800","78,379,952.0000"
"600320.SH","振华重工","2015-09-29","5.8500","5.7700","5.8900","5.7100","15,399,276.0000","15,973,272,085.6800","89,582,298.0000"
"600320.SH","振华重工","2015-09-30","5.8000","5.8100","5.8600","5.7800","9,508,996.0000","16,084,005,341.0400","55,365,145.0000"
"600321.SH","国栋建设","2015-09-11","5.1400","5.2800","5.3300","5.1200","66,143,371.0000","6,235,046,400.0000","344,038,928.0000"
"600321.SH","国栋建设","2015-09-14","5.2900","4.7500","5.3500","4.7500","38,639,599.0000","5,609,180,000.0000","191,762,448.0000"
"600321.SH","国栋建设","2015-09-15","4.4000","4.2800","4.5800","4.2800","54,499,621.0000","5,054,166,400.0000","240,910,202.0000"
"600321.SH","国栋建设","2015-09-16","4.2200","4.6600","4.7000","4.2100","60,499,463.0000","5,502,900,800.0000","265,841,786.0000"
"600321.SH","国栋建设","2015-09-17","4.5700","4.3600","4.7200","4.3500","55,807,024.0000","5,148,636,800.0000","254,252,821.0000"
"600321.SH","国栋建设","2015-09-18","4.4000","4.4500","4.5500","4.2600","35,005,030.0000","5,254,916,000.0000","154,870,997.0000"
"600321.SH","国栋建设","2015-09-21","4.4700","4.5900","4.6300","4.3700","37,035,063.0000","5,420,239,200.0000","167,362,500.0000"
"600321.SH","国栋建设","2015-09-22","4.6100","4.6000","4.7400","4.5700","45,731,182.0000","5,432,048,000.0000","212,448,436.0000"
"600321.SH","国栋建设","2015-09-23","4.4900","4.5000","4.5700","4.3800","32,848,214.0000","5,313,960,000.0000","146,350,539.0000"
"600321.SH","国栋建设","2015-09-24","4.5100","4.5500","4.5900","4.4100","55,211,459.0000","5,373,004,000.0000","249,191,179.0000"
"600321.SH","国栋建设","2015-09-25","4.4900","4.3300","4.5300","4.2700","37,267,880.0000","5,113,210,400.0000","163,597,217.0000"
"600321.SH","国栋建设","2015-09-28","4.3000","4.4000","4.4100","4.2600","24,916,283.0000","5,195,872,000.0000","108,086,569.0000"
"600321.SH","国栋建设","2015-09-29","4.3300","4.2700","4.3400","4.2300","24,090,000.0000","5,042,357,600.0000","103,146,432.0000"
"600321.SH","国栋建设","2015-09-30","4.2800","4.2500","4.3200","4.2400","17,504,790.0000","5,018,740,000.0000","75,033,035.0000"
"600322.SH","天房发展","2015-09-11","4.5500","4.6500","4.6800","4.5300","16,776,052.0000","5,141,505,000.0000","77,223,267.0000"
"600322.SH","天房发展","2015-09-14","4.6900","4.2200","4.6900","4.1900","25,108,424.0000","4,666,054,000.0000","110,093,219.0000"
"600322.SH","天房发展","2015-09-15","4.0800","4.0100","4.2400","3.9800","18,238,970.0000","4,433,857,000.0000","74,617,797.0000"
"600322.SH","天房发展","2015-09-16","4.0300","4.3700","4.4100","4.0300","21,531,978.0000","4,831,909,000.0000","90,750,299.0000"
"600322.SH","天房发展","2015-09-17","4.3000","4.2200","4.4700","4.2100","22,065,620.0000","4,666,054,000.0000","95,718,926.0000"
"600322.SH","天房发展","2015-09-18","4.2500","4.2600","4.3200","4.2000","10,535,252.0000","4,710,282,000.0000","44,784,499.0000"
"600322.SH","天房发展","2015-09-21","4.2600","4.4400","4.4700","4.2300","16,577,236.0000","4,909,308,000.0000","72,012,150.0000"
"600322.SH","天房发展","2015-09-22","4.4400","4.5500","4.6500","4.4000","28,098,242.0000","5,030,935,000.0000","127,962,574.0000"
"600322.SH","天房发展","2015-09-23","4.5100","4.3800","4.5100","4.2800","17,961,296.0000","4,842,966,000.0000","79,170,880.0000"
"600322.SH","天房发展","2015-09-24","4.4000","4.5000","4.5500","4.3900","16,593,859.0000","4,975,650,000.0000","73,942,193.0000"
"600322.SH","天房发展","2015-09-25","4.4700","4.3300","4.6600","4.2800","18,017,857.0000","4,787,681,000.0000","80,550,006.0000"
"600322.SH","天房发展","2015-09-28","4.3500","4.3800","4.4200","4.2600","9,160,166.0000","4,842,966,000.0000","39,973,871.0000"
"600322.SH","天房发展","2015-09-29","4.2900","4.2600","4.3300","4.2300","8,820,964.0000","4,710,282,000.0000","37,738,251.0000"
"600322.SH","天房发展","2015-09-30","4.3000","4.3100","4.3200","4.2500","6,453,598.0000","4,765,567,000.0000","27,703,128.0000"
"600323.SH","瀚蓝环境","2015-09-11","12.5000","12.4700","12.5700","12.2400","7,427,373.0000","7,223,158,726.0700","92,087,094.0000"
"600323.SH","瀚蓝环境","2015-09-14","12.5600","11.6000","12.6400","11.4500","10,122,884.0000","6,719,217,419.6000","121,601,493.0000"
"600323.SH","瀚蓝环境","2015-09-15","11.2800","10.9300","11.6000","10.8500","9,900,028.0000","6,331,124,689.3300","111,315,454.0000"
"600323.SH","瀚蓝环境","2015-09-16","11.0800","11.8500","12.0100","10.9500","8,665,963.0000","6,864,028,139.8500","99,191,688.0000"
"600323.SH","瀚蓝环境","2015-09-17","11.8000","11.5700","12.3000","11.5300","11,455,072.0000","6,701,840,133.1700","136,688,238.0000"
"600323.SH","瀚蓝环境","2015-09-18","11.7300","12.2100","12.2200","11.5500","8,992,798.0000","7,072,555,577.0100","107,173,090.0000"
"600323.SH","瀚蓝环境","2015-09-21","12.0000","12.5900","12.6600","11.8800","12,096,065.0000","7,292,667,871.7900","149,678,153.0000"
"600323.SH","瀚蓝环境","2015-09-22","12.5300","12.4700","12.7200","12.2300","12,068,941.0000","7,223,158,726.0700","150,548,865.0000"
"600323.SH","瀚蓝环境","2015-09-23","12.2500","12.3000","12.5000","12.0800","9,088,564.0000","7,124,687,436.3000","111,754,323.0000"
"600323.SH","瀚蓝环境","2015-09-24","12.3600","12.4500","12.5500","12.2000","6,158,753.0000","7,211,573,868.4500","76,175,934.0000"
"600323.SH","瀚蓝环境","2015-09-25","12.4500","12.3400","12.6600","11.8600","15,337,723.0000","7,147,857,151.5400","188,255,358.0000"
"600323.SH","瀚蓝环境","2015-09-28","12.2200","12.4100","12.5400","11.9600","6,875,354.0000","7,188,404,153.2100","84,385,727.0000"
"600323.SH","瀚蓝环境","2015-09-29","12.1200","11.9400","12.2800","11.9000","5,074,014.0000","6,916,159,999.1400","61,341,968.0000"
"600323.SH","瀚蓝环境","2015-09-30","12.0500","12.0700","12.2000","12.0100","2,665,788.0000","6,991,461,573.6700","32,264,491.0000"
"600325.SH","华发股份","2015-09-11","12.1800","13.3400","13.3700","12.0000","26,952,921.0000","10,899,388,570.8000","343,520,352.0000"
"600325.SH","华发股份","2015-09-14","12.8900","13.0300","13.0600","12.1000","32,063,044.0000","10,646,104,428.6000","404,422,800.0000"
"600325.SH","华发股份","2015-09-15","12.4000","11.7900","12.6000","11.7300","12,219,142.0000","9,632,967,859.8000","147,942,777.0000"
"600325.SH","华发股份","2015-09-16","11.7200","12.6400","12.8300","11.5000","15,748,889.0000","10,327,456,636.8000","191,945,226.0000"
"600325.SH","华发股份","2015-09-17","12.4000","11.8600","12.7500","11.7000","14,943,556.0000","9,690,161,053.2000","185,133,988.0000"
"600325.SH","华发股份","2015-09-18","12.1000","12.1200","12.2600","11.8100","7,879,904.0000","9,902,592,914.4000","94,859,216.0000"
"600325.SH","华发股份","2015-09-21","11.9000","12.3000","12.4700","11.8300","9,765,880.0000","10,049,661,126.0000","119,112,931.0000"
"600325.SH","华发股份","2015-09-22","12.3000","12.3800","12.6500","12.2400","12,394,961.0000","10,115,024,775.6000","153,678,499.0000"
"600325.SH","华发股份","2015-09-23","12.0200","11.9400","12.2500","11.8600","8,238,766.0000","9,755,524,702.8000","99,373,850.0000"
"600325.SH","华发股份","2015-09-24","12.1300","12.0600","12.2000","11.9400","4,941,858.0000","9,853,570,177.2000","59,647,151.0000"
"600325.SH","华发股份","2015-09-25","12.0600","11.7700","12.1700","11.7000","7,163,875.0000","9,616,626,947.4000","85,270,513.0000"
"600325.SH","华发股份","2015-09-28","11.8300","11.9000","11.9500","11.6200","3,231,220.0000","9,722,842,878.0000","38,118,349.0000"
"600325.SH","华发股份","2015-09-29","11.6900","11.3800","11.8000","11.3100","6,443,721.0000","9,297,979,155.6000","74,578,943.0000"
"600325.SH","华发股份","2015-09-30","11.4900","11.6100","11.9300","11.3300","6,481,482.0000","9,485,899,648.2000","75,242,099.0000"
"600326.SH","西藏天路","2015-09-11","10.2200","10.3700","10.5000","10.0200","26,974,797.0000","5,674,464,000.0000","277,882,160.0000"
"600326.SH","西藏天路","2015-09-14","10.6100","9.3400","10.8400","9.3300","39,869,268.0000","5,110,848,000.0000","404,882,080.0000"
"600326.SH","西藏天路","2015-09-15","8.9000","8.4100","9.2700","8.4100","27,309,802.0000","4,601,952,000.0000","238,713,473.0000"
"600326.SH","西藏天路","2015-09-16","8.7000","9.2400","9.2500","8.3700","30,292,564.0000","5,056,128,000.0000","267,232,412.0000"
"600326.SH","西藏天路","2015-09-17","9.2200","9.2700","10.1500","9.0000","46,782,092.0000","5,072,544,000.0000","450,262,224.0000"
"600326.SH","西藏天路","2015-09-18","9.3000","9.3900","9.6500","9.0100","31,583,358.0000","5,138,208,000.0000","293,900,608.0000"
"600326.SH","西藏天路","2015-09-21","9.2000","9.6200","9.7900","9.0300","29,961,124.0000","5,264,064,000.0000","283,734,784.0000"
"600326.SH","西藏天路","2015-09-22","9.6200","9.6500","9.8000","9.4700","32,297,105.0000","5,280,480,000.0000","311,632,768.0000"
"600326.SH","西藏天路","2015-09-23","9.4600","9.3000","9.6300","9.2000","23,024,016.0000","5,088,960,000.0000","216,109,329.0000"
"600326.SH","西藏天路","2015-09-24","9.3900","9.4000","9.4900","9.2600","15,977,702.0000","5,143,680,000.0000","149,657,169.0000"
"600326.SH","西藏天路","2015-09-25","9.3800","8.9500","9.3800","8.6600","19,666,246.0000","4,897,440,000.0000","178,036,228.0000"
"600326.SH","西藏天路","2015-09-28","9.0500","9.0800","9.1000","8.8300","12,170,515.0000","4,968,576,000.0000","109,520,129.0000"
"600326.SH","西藏天路","2015-09-29","8.8000","9.2900","9.7500","8.7500","29,470,189.0000","5,083,488,000.0000","273,386,736.0000"
"600326.SH","西藏天路","2015-09-30","9.2900","9.1600","9.3600","9.1200","14,548,020.0000","5,012,352,000.0000","133,871,032.0000"
"600327.SH","大东方","2015-09-11","7.9400","8.1500","8.1500","7.8400","8,965,572.0000","4,251,951,275.9500","71,548,713.0000"
"600327.SH","大东方","2015-09-14","8.2800","7.3400","8.3100","7.3400","15,836,853.0000","3,829,364,707.4200","124,346,966.0000"
"600327.SH","大东方","2015-09-15","7.2100","6.8900","7.3900","6.8100","10,254,713.0000","3,594,594,391.5700","72,808,084.0000"
"600327.SH","大东方","2015-09-16","7.0400","7.5700","7.5800","6.9100","11,651,968.0000","3,949,358,424.4100","84,265,771.0000"
"600327.SH","大东方","2015-09-17","7.5700","7.5500","7.8500","7.3500","16,490,668.0000","3,938,924,188.1500","125,613,516.0000"
"600327.SH","大东方","2015-09-18","7.6000","8.3100","8.3100","7.6000","22,699,099.0000","4,335,425,166.0300","182,417,952.0000"
"600327.SH","大东方","2015-09-21","8.7100","9.0700","9.1000","8.3600","41,095,638.0000","4,731,926,143.9100","354,660,752.0000"
"600327.SH","大东方","2015-09-22","8.7200","8.7100","9.0000","8.5100","31,569,952.0000","4,544,109,891.2300","275,883,952.0000"
