"代码","简称","时间","开盘价(元)","收盘价(元)","最高价(元)","最低价(元)","成交量(股)","A股流通市值(元)","成交金额(元)"
"600005.SH","武钢股份","2015-09-22","4.1200","4.1400","4.2000","4.0800","81,986,908.0000","41,788,248,467.2200","339,535,664.0000"
"600005.SH","武钢股份","2015-09-23","4.0600","4.0000","4.0800","3.9700","78,465,336.0000","40,375,119,292.0000","315,304,336.0000"
"600005.SH","武钢股份","2015-09-24","4.0000","4.0300","4.0500","3.9900","46,492,750.0000","40,677,932,686.6900","186,782,908.0000"
"600005.SH","武钢股份","2015-09-25","4.0100","3.9000","4.0200","3.8700","62,083,278.0000","39,365,741,309.7000","244,179,794.0000"
"600005.SH","武钢股份","2015-09-28","3.9000","3.9000","3.9200","3.8200","32,712,970.0000","39,365,741,309.7000","126,834,264.0000"
"600005.SH","武钢股份","2015-09-29","3.8500","3.7600","3.8500","3.7500","49,259,636.0000","37,952,612,134.4800","187,065,867.0000"
"600005.SH","武钢股份","2015-09-30","3.7600","3.7600","3.7900","3.7100","42,883,277.0000","37,952,612,134.4800","161,060,092.0000"
"600006.SH","东风汽车","2015-09-11","10.0700","9.9300","10.3000","9.6800","98,773,334.0000","19,860,000,000.0000","983,780,800.0000"
"600006.SH","东风汽车","2015-09-14","10.3500","8.9700","10.6000","8.9400","143,906,913.0000","17,940,000,000.0000","1,420,353,616.0000"
"600006.SH","东风汽车","2015-09-15","8.6400","8.0700","8.6500","8.0700","85,541,127.0000","16,140,000,000.0000","707,315,600.0000"
"600006.SH","东风汽车","2015-09-16","8.0200","8.7800","8.8800","7.8100","110,046,983.0000","17,560,000,000.0000","917,718,640.0000"
"600006.SH","东风汽车","2015-09-17","8.7000","8.5500","9.4600","8.3600","130,959,417.0000","17,100,000,000.0000","1,153,946,528.0000"
"600006.SH","东风汽车","2015-09-18","8.6500","8.5600","8.7800","8.3800","67,664,080.0000","17,120,000,000.0000","578,793,056.0000"
"600006.SH","东风汽车","2015-09-21","8.4100","8.7500","8.7900","8.3300","74,317,440.0000","17,500,000,000.0000","642,587,088.0000"
"600006.SH","东风汽车","2015-09-22","8.7900","8.9300","9.2500","8.6900","92,160,046.0000","17,860,000,000.0000","830,159,264.0000"
"600006.SH","东风汽车","2015-09-23","8.6500","8.5400","8.9200","8.4900","71,608,652.0000","17,080,000,000.0000","618,616,960.0000"
"600006.SH","东风汽车","2015-09-24","8.6200","8.8400","8.9300","8.5300","72,334,557.0000","17,680,000,000.0000","630,608,000.0000"
"600006.SH","东风汽车","2015-09-25","8.7000","8.4200","9.0300","8.3000","67,904,794.0000","16,840,000,000.0000","588,859,536.0000"
"600006.SH","东风汽车","2015-09-28","8.5000","8.6300","8.6800","8.1000","50,361,554.0000","17,260,000,000.0000","428,530,768.0000"
"600006.SH","东风汽车","2015-09-29","8.3100","8.2100","8.4900","8.1100","49,711,703.0000","16,420,000,000.0000","411,963,568.0000"
"600006.SH","东风汽车","2015-09-30","8.5400","8.3000","8.6300","8.2300","43,321,540.0000","16,600,000,000.0000","363,355,280.0000"
"600007.SH","中国国贸","2015-09-11","13.6100","13.6700","13.8700","13.3000","3,906,750.0000","13,769,552,239.7800","53,157,032.0000"
"600007.SH","中国国贸","2015-09-14","13.9100","12.6200","13.9500","12.4000","5,887,791.0000","12,711,905,579.0800","76,956,361.0000"
"600007.SH","中国国贸","2015-09-15","12.4500","12.4700","13.0200","12.3000","5,125,880.0000","12,560,813,198.9800","65,182,083.0000"
"600007.SH","中国国贸","2015-09-16","12.7200","13.5600","13.7100","12.5000","4,436,391.0000","13,658,751,161.0400","58,039,811.0000"
"600007.SH","中国国贸","2015-09-17","13.3000","13.1400","13.7100","13.1300","5,783,386.0000","13,235,692,496.7600","77,652,821.0000"
"600007.SH","中国国贸","2015-09-18","13.1600","13.1200","13.3100","12.9200","3,146,218.0000","13,215,546,846.0800","41,177,567.0000"
"600007.SH","中国国贸","2015-09-21","13.1000","13.4300","13.4700","12.8800","4,380,199.0000","13,527,804,431.6200","58,217,868.0000"
"600007.SH","中国国贸","2015-09-22","13.4200","13.4000","13.6500","13.2700","4,102,220.0000","13,497,585,955.6000","55,068,269.0000"
"600007.SH","中国国贸","2015-09-23","13.1500","12.9700","13.2200","12.8500","4,597,695.0000","13,064,454,465.9800","59,811,549.0000"
"600007.SH","中国国贸","2015-09-24","12.9400","13.2300","13.2500","12.9300","3,177,465.0000","13,326,347,924.8200","41,599,687.0000"
"600007.SH","中国国贸","2015-09-25","13.1200","13.1600","13.2400","12.9000","3,545,094.0000","13,255,838,147.4400","46,430,524.0000"
"600007.SH","中国国贸","2015-09-28","13.2100","13.9500","13.9700","12.9000","5,680,787.0000","14,051,591,349.3000","77,293,656.0000"
"600007.SH","中国国贸","2015-09-29","13.7000","13.7300","14.2700","13.5600","5,141,936.0000","13,829,989,191.8200","71,524,588.0000"
"600007.SH","中国国贸","2015-09-30","13.6900","13.7000","13.8900","13.5500","2,400,846.0000","13,799,770,715.8000","32,999,828.0000"
"600008.SH","首创股份","2015-09-11","9.5500","9.5900","9.8000","9.5000","16,016,948.0000","21,098,000,000.0000","154,076,879.0000"
"600008.SH","首创股份","2015-09-14","9.8100","8.6600","9.8500","8.6300","28,421,081.0000","19,052,000,000.0000","262,126,832.0000"
"600008.SH","首创股份","2015-09-15","8.4900","8.2700","8.7500","8.1300","23,856,276.0000","18,194,000,000.0000","201,347,135.0000"
"600008.SH","首创股份","2015-09-16","8.3800","9.0400","9.1000","8.3400","21,196,930.0000","19,888,000,000.0000","184,376,729.0000"
"600008.SH","首创股份","2015-09-17","8.8000","8.6900","9.2300","8.6700","24,359,557.0000","19,118,000,000.0000","218,590,345.0000"
"600008.SH","首创股份","2015-09-18","8.8200","8.9000","9.0700","8.7100","16,235,385.0000","19,580,000,000.0000","144,586,451.0000"
"600008.SH","首创股份","2015-09-21","8.7700","9.1000","9.1200","8.6600","22,711,546.0000","20,020,000,000.0000","202,352,024.0000"
"600008.SH","首创股份","2015-09-22","9.1000","9.1600","9.2900","9.0600","22,231,925.0000","20,152,000,000.0000","203,878,801.0000"
"600008.SH","首创股份","2015-09-23","9.0100","8.9600","9.1800","8.8900","18,810,102.0000","19,712,000,000.0000","169,889,482.0000"
"600008.SH","首创股份","2015-09-24","9.0500","9.0900","9.1500","8.9500","13,547,018.0000","19,998,000,000.0000","122,480,669.0000"
"600008.SH","首创股份","2015-09-25","9.0600","9.2100","9.4900","8.8000","36,628,468.0000","20,262,000,000.0000","338,297,824.0000"
"600008.SH","首创股份","2015-09-28","9.0900","9.1100","9.1800","8.8000","18,741,446.0000","20,042,000,000.0000","169,032,875.0000"
"600008.SH","首创股份","2015-09-29","8.9000","8.8000","8.9800","8.7500","14,760,019.0000","19,360,000,000.0000","130,589,637.0000"
"600008.SH","首创股份","2015-09-30","8.9100","8.8100","8.9500","8.7900","9,500,825.0000","19,382,000,000.0000","84,062,814.0000"
"600009.SH","上海机场","2015-09-11","27.3000","28.4700","28.6800","27.2700","21,237,644.0000","31,131,273,022.5900","594,797,536.0000"
"600009.SH","上海机场","2015-09-14","28.3000","26.5300","28.4000","26.2000","20,123,836.0000","29,009,928,812.4100","551,064,848.0000"
"600009.SH","上海机场","2015-09-15","26.0500","26.4200","27.1800","25.8000","17,252,498.0000","28,889,646,408.7400","456,692,464.0000"
"600009.SH","上海机场","2015-09-16","26.4900","28.3900","28.7800","26.0200","16,515,427.0000","31,043,794,910.8300","454,673,792.0000"
"600009.SH","上海机场","2015-09-17","28.2800","27.2200","28.6600","27.1600","17,147,399.0000","29,764,427,526.3400","481,525,200.0000"
"600009.SH","上海机场","2015-09-18","27.5000","27.3300","27.5900","27.0000","8,735,865.0000","29,884,709,930.0100","238,409,689.0000"
"600009.SH","上海机场","2015-09-21","27.3100","28.0400","28.2500","27.2100","9,551,740.0000","30,661,078,171.8800","266,342,343.0000"
"600009.SH","上海机场","2015-09-22","28.1900","28.3000","28.6000","27.7100","13,703,534.0000","30,945,382,035.1000","387,786,416.0000"
"600009.SH","上海机场","2015-09-23","27.8100","27.3000","28.1200","27.2500","9,483,788.0000","29,851,905,638.1000","261,730,082.0000"
"600009.SH","上海机场","2015-09-24","27.4900","28.2300","28.3000","27.3200","11,944,826.0000","30,868,838,687.3100","335,031,632.0000"
"600009.SH","上海机场","2015-09-25","28.3000","28.1700","28.8000","27.9000","14,987,933.0000","30,803,230,103.4900","425,861,648.0000"
"600009.SH","上海机场","2015-09-28","28.1700","28.2300","28.3000","27.3600","5,700,388.0000","30,868,838,687.3100","159,377,423.0000"
"600009.SH","上海机场","2015-09-29","27.9000","27.6800","28.2000","27.5000","6,342,632.0000","30,267,426,668.9600","176,318,302.0000"
"600009.SH","上海机场","2015-09-30","27.9500","27.7200","28.0000","27.4800","4,238,164.0000","30,311,165,724.8400","117,775,134.0000"
"600010.SH","包钢股份","2015-09-11","4.0600","4.1100","4.1900","4.0200","101,825,967.0000","64,699,719,289.3800","418,498,992.0000"
"600010.SH","包钢股份","2015-09-14","4.1200","3.7600","4.1200","3.7500","127,292,420.0000","59,190,010,834.0800","500,347,312.0000"
